2
25.15	0.06
25.15	0.06
Ready to measure NeutronStar's core temperature
25.15	0.06
25.15	0.06
25.23	0.05
25.07	0.05
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.31	0.11
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.07	0.05
25.07	0.05
25.15	0.06
25.15	0.06
25.23	0.05
25.23	0.21
25.31	0.11
25.23	0.05
25.31	0.11
25.31	0.11
25.15	0.06
25.15	0.06
25.15	0.06
25.23	0.21
25.23	0.05
25.23	0.13
25.15	0.06
25.39	0.24
25.15	0.06
25.15	0.06
25.23	0.05
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.39	0.08
25.15	0.06
25.23	0.05
25.23	0.05
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.23	0.05
25.15	0.06
25.15	0.06
25.15	0.06
25.23	0.05
25.15	0.06
25.23	0.13
25.15	0.06
25.15	0.06
25.23	0.05
25.15	0.06
25.23	0.05
25.23	0.05
25.15	0.06
25.15	0.06
25.39	0.16
25.23	0.05
25.15	0.06
25.39	0.16
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.23	0.13
25.15	0.06
25.31	0.11
25.15	0.06
25.23	0.05
25.15	0.06
25.15	0.06
25.15	0.06
25.23	0.05
25.15	0.06
25.07	0.05
25.15	0.06
25.15	0.14
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.23	0.13
25.15	0.06
25.15	0.06
25.15	0.06
25.07	0.05
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.07	0.05
25.15	0.06
25.15	0.06
25.07	0.13
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.23	0.05
25.39	0.08
25.15	0.06
25.07	0.05
25.15	0.06
25.15	0.06
25.15	0.06
25.31	0.11
25.23	0.13
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.22
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.31	0.11
25.15	0.06
25.15	0.06
25.15	0.06
25.23	0.05
25.23	0.13
25.23	0.05
25.15	0.06
25.15	0.06
25.15	0.06
25.31	0.03
25.15	0.06
25.15	0.06
25.23	0.05
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.23	0.05
25.07	0.13
25.15	0.06
25.23	0.13
25.07	0.05
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.07	0.05
25.15	0.06
25.15	0.06
25.15	0.06
25.31	0.11
25.15	0.06
25.15	0.06
25.15	0.14
25.23	0.13
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.23	0.05
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.07	0.05
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.31	0.11
25.15	0.06
25.07	0.05
25.15	0.06
25.15	0.06
25.15	0.06
25.07	0.05
25.23	0.05
25.15	0.06
25.23	0.05
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.07	0.05
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.22
25.15	0.06
25.23	0.13
25.23	0.05
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.23	0.13
25.15	0.06
25.23	0.05
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.07	0.05
25.15	0.06
25.15	0.06
25.23	0.05
25.15	0.06
25.15	0.06
25.23	0.13
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.22
25.23	0.05
25.15	0.06
25.15	0.06
25.23	0.05
25.15	0.06
25.15	0.06
25.39	0.08
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.23	0.05
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.23	0.13
25.31	0.19
25.15	0.06
25.15	0.14
25.15	0.06
25.15	0.06
25.15	0.06
25.23	0.13
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.39	0.16
25.15	0.06
25.07	0.05
25.31	0.11
25.23	0.05
25.15	0.06
25.23	0.21
25.15	0.06
25.31	0.19
25.15	0.06
25.15	0.06
25.31	0.11
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.23	0.13
25.15	0.06
25.15	0.06
25.15	0.06
25.15	0.06
25.23	0.05
25.23	0.05
25.15	0.06
25.23	0.13
25.15	0.06
25.15	0.06
25.23	0.05
25.15	0.06
25.31	0.19
25.15	0.06
25.07	0.05
25.15	0.06
25.15	0.06
25.15	0.06
