23.36	0.03
23.36	0.03
23.36	0.03
23.27	0.05
23.27	0.05
23.36	0.03
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.36	0.03
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.36	0.03
23.27	0.05
23.27	0.05
23.36	0.03
23.27	0.05
23.27	0.05
23.36	0.03
23.27	0.05
23.27	0.05
23.27	0.05
23.44	0.08
23.36	0.03
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.36	0.03
23.27	0.05
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.27	0.05
23.36	0.03
23.27	0.05
23.36	0.03
23.36	0.03
23.27	0.05
23.36	0.03
23.27	0.05
23.36	0.03
23.36	0.11
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.36	0.03
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.36	0.03
23.27	0.05
23.27	0.05
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.27	0.13
23.27	0.05
23.36	0.03
23.36	0.03
23.27	0.05
23.36	0.03
23.27	0.05
23.27	0.05
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.27	0.05
23.36	0.03
23.27	0.05
23.36	0.03
23.27	0.05
23.36	0.03
23.27	0.05
23.36	0.03
23.36	0.03
23.27	0.05
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.27	0.05
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.27	0.05
23.36	0.03
23.36	0.03
23.36	0.03
23.27	0.05
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.27	0.05
23.27	0.05
23.27	0.05
23.36	0.03
23.36	0.03
23.36	0.03
23.27	0.05
23.36	0.03
23.36	0.03
23.27	0.05
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.19	0.06
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.27	0.05
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.36	0.03
23.27	0.05
23.36	0.03
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.36	0.03
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.27	0.05
23.19	0.06
23.19	0.06
23.27	0.05
23.11	0.05
23.11	0.13
23.19	0.06
23.11	0.05
23.11	0.05
23.11	0.13
23.19	0.06
23.03	0.11
23.03	0.11
23.11	0.05
23.03	0.11
23.03	0.11
23.11	0.13
23.03	0.11
23.03	0.11
23.03	0.11
23.19	0.06
23.03	0.11
22.95	0.08
22.87	0.03
23.03	0.11
23.03	0.11
23.03	0.11
22.95	0.08
22.87	0.03
23.03	0.11
22.95	0.08
23.03	0.11
22.87	0.03
22.87	0.03
22.87	0.03
22.95	0.08
22.87	0.03
22.95	0.08
23.03	0.11
23.19	0.06
22.95	0.08
23.03	0.11
23.03	0.11
22.95	0.08
22.95	0.08
23.03	0.11
22.95	0.08
23.03	0.11
23.03	0.03
22.95	0.08
23.03	0.03
22.95	0.08
23.11	0.13
22.87	0.03
22.95	0.08
22.87	0.03
22.95	-0.00
22.95	0.08
22.87	0.03
23.03	0.03
22.95	0.08
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.95	0.08
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.95	0.08
23.11	0.13
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
23.11	0.05
22.87	0.03
22.95	0.08
22.95	0.08
22.87	0.03
23.03	0.11
22.95	0.08
22.87	0.03
22.87	0.03
22.87	0.03
22.95	0.08
23.03	0.03
22.95	0.08
23.03	0.03
23.03	0.11
22.95	0.08
22.87	0.03
22.87	0.03
22.95	0.08
22.87	0.03
22.95	0.08
22.87	0.03
22.87	0.03
22.95	0.08
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.95	0.08
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.95	0.08
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.95	0.08
22.87	0.03
22.87	0.03
23.03	0.03
22.95	0.08
22.87	0.03
22.87	0.03
22.95	-0.00
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.95	-0.00
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.79	0.05
22.87	0.03
22.87	0.03
22.79	0.05
22.95	0.08
22.87	0.03
22.87	0.03
22.79	0.13
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.95	0.08
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.95	0.08
22.87	0.03
22.87	0.03
22.87	0.03
22.95	0.08
22.87	0.03
22.79	0.05
22.95	0.08
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.79	0.05
22.95	0.08
22.87	0.03
22.79	0.05
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.79	0.05
22.87	0.03
22.87	0.03
22.87	0.03
22.79	0.05
22.79	0.05
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.79	0.05
22.79	0.05
22.87	0.03
22.87	0.03
22.79	0.05
22.79	0.05
22.79	0.05
22.79	0.05
22.79	0.05
22.79	0.05
22.79	0.05
22.79	0.05
22.79	0.05
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.79	0.05
22.87	0.03
22.87	0.03
22.87	0.03
22.79	0.05
22.95	-0.00
22.87	0.03
22.87	0.03
22.79	0.05
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.95	0.08
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.95	0.08
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.95	0.08
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
23.03	0.11
22.87	0.03
22.87	0.03
22.95	0.08
22.87	0.03
22.95	0.08
22.95	0.08
22.87	0.03
23.03	0.11
22.87	0.03
22.87	0.03
22.95	0.08
22.95	0.08
23.03	0.11
22.95	0.08
22.87	0.03
22.87	0.03
23.03	0.11
22.87	0.03
22.95	0.08
22.95	0.08
22.95	0.08
22.95	0.08
22.87	0.03
22.87	0.03
22.87	0.03
23.11	0.05
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.95	0.08
22.95	0.08
22.87	0.03
22.87	0.03
22.87	0.03
22.87	0.03
22.95	0.08
22.87	0.03
22.87	0.03
22.95	0.08
23.03	0.11
22.95	0.08
22.95	0.08
22.95	0.08
23.03	0.11
23.03	0.11
23.03	0.11
23.03	0.11
23.03	0.11
23.11	0.05
23.11	0.05
23.11	0.05
23.11	0.05
23.11	0.05
23.11	0.05
23.11	0.05
23.11	0.05
23.11	0.05
23.11	0.05
23.03	0.03
23.03	0.11
23.11	0.05
23.11	0.05
23.11	0.05
23.11	0.05
23.11	0.05
23.11	0.05
23.11	0.05
